"DisNo.","Historic","Classification Key","Disaster Group","Disaster Subgroup","Disaster Type","Disaster Subtype","","Event Name","ISO","Country","Subregion","Region","Location","Origin","Associated Types","OFDA/BHA Response","Appeal","Declaration","AID Contribution ('000 US$)","Magnitude","Magnitude Scale","Latitude","Longitude","River Basin","Start Year","Start Month","Start Day","End Year","End Month","End Day","Total Deaths","No. Injured","No. Affected","No. Homeless","Total Affected","Total Damage ('000 US$)","Total Damage, Adjusted ('000 US$)","Entry Date","Last Update"
"2018-0014-PHL","No","nat-geo-vol-lav","Natural","Geophysical","Volcanic activity","Lava flow","","Mt. Mayon","PHL","Philippines","South-eastern Asia","Asia","Bacacay, Daraga, Legazpi, Ligao, Santo Domingo, Tabao, Camalig, Guinobatan, Malilipot municipalities (Bicol region, Albay province)","","","Yes","No","Yes","","","","","","","2018","1","13","2018","3","6","","","86056","","86056","3564","4325","2018-01-18","2023-09-25"
"2018-0016-IDN","No","nat-geo-vol-ash","Natural","Geophysical","Volcanic activity","Ash fall","","Mt. Agung","IDN","Indonesia","South-eastern Asia","Asia","","","","No","No","No","","","","","","","2018","1","14","2018","1","14","","","50000","","50000","","","2018-01-18","2023-09-25"
"2018-0031-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Jakarta, Sukabumi, Bogor , Bogor city (Java), Cianjur, Lebak, Pandeglang, Serang (Banten)","","","No","No","No","","6","Moment Magnitude","-7.196","105.918","","2018","1","23","2018","1","23","1","11","13800","","13811","80000","97075","2018-01-26","2023-09-25"
"2018-0044-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical storm 'Basyang' (Sanba)","PHL","Philippines","South-eastern Asia","Asia","Palawan (Mimaropa); Capiz, Iloilo, Negros occidental (Region IV - Western Visayas); Bohol, Cebu, Negros Oriental, Siquijor (Region VII - Central Visayas); Biliran, Eastern Samar, Leyte, Samar, Southern Leyte (Region VII - Eastern Visayas); Agusan del Norte, Dinagat Isl., Surigao del Norte, Surigao del Sur (REgion XIII - Caraga)","","Flood|Slide (land, mud, snow, rock)","No","No","No","","75","Kph","","","","2018","2","12","2018","2","16","","","254859","","254859","3070","3725","2018-02-20","2023-09-25"
"2018-0051-PHL","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","PHL","Philippines","South-eastern Asia","Asia","Bicol, Dvao, Eastern Visayas, NOrthern Mindanao, Western Visayas","Heavy rains","","No","No","No","","","Km2","","","","2018","1","13","2018","1","17","11","","180000","","180000","","","2018-02-27","2023-09-25"
"2018-0056-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","IDN","Indonesia","South-eastern Asia","Asia","Pasir Panjang, Purbalingga, Cirebon, Cepu District, Blora Regency, Wanarej, Cilacap Regency, Bandung, Pangandaran, Brebes district (Java)","Heavy rains","Flood","No","No","No","","","","","","","2018","2","22","2018","2","22","15","14","50000","","50014","","","2018-02-27","2023-09-25"
"2018-0063-MYS","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","MYS","Malaysia","South-eastern Asia","Asia","Samarahan, Bintulu, Serian, Mukah, Limbang, Sarikei (Sarawak State)","Heavy rains","","No","No","No","","74295.74","Km2","3.133","3.659","","2018","2","3","2018","2","12","","","4900","","4900","","","2018-02-28","2023-09-25"
"2018-0068-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MYS","Malaysia","South-eastern Asia","Asia","Kuantan, Rompin, Pekan, Jerantut, Lipis, Bera districts (Pahang state), Johor, Terengganu states","Monsoonal rains","","No","No","No","","117492.07","Km2","3.659","102.337","Junjung, Pahang, Pahang di Lubuk Paku rivers","2018","1","1","2018","1","5","2","","12000","","12000","","","2018-02-28","2023-09-25"
"2018-0121-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","West Sulawesi, East Kalimantan, North Suamatra","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2018","3","22","2018","3","26","3","1","12000","","12001","","","2018-04-16","2023-09-25"
"2018-0154-MMR","No","nat-geo-mmd-lan","Natural","Geophysical","Mass movement (dry)","Landslide (dry)","","","MMR","Myanmar","South-eastern Asia","Asia","Hpakant (Kachine state)","","","No","No","No","","","","","","","2018","5","4","2018","5","4","17","","","","","","","2018-05-23","2023-09-25"
"2018-0166-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","West Nusa Tenggara","Torrential Rain","","No","No","No","","3938.29","Km2","-8.497","118.569","","2018","3","5","2018","3","6","","","3000","","3000","","","2018-05-23","2023-09-25"
"2018-0201-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical storm 'Ewiniar'","VNM","Viet Nam","South-eastern Asia","Asia","","","Flood","No","No","No","","","Kph","","","","2018","6","6","2018","6","19","1","","","","","","","2018-07-19","2023-09-25"
"2018-0203-MMR","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MMR","Myanmar","South-eastern Asia","Asia","Shan state and Magway and Sagaing regions","Monsoonal rain","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2018","6","5","2018","6","14","12","","","","","","","2018-07-19","2023-09-25"
"2018-0204-VNM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Lai Chau","","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2018","6","23","2018","6","27","33","18","16710","","16728","23000","27909","2018-07-19","2023-09-25"
"2018-0222-KHM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","KHM","Cambodia","South-eastern Asia","Asia","Siem Pang District, Steung Treng Town, Siem Bok,Sesan, Thalaborivat; Kampong Speu, Battambang, Koh Kong, Phreah Sihanouk , Kampot provinces","","","No","No","No","","","Km2","","","","2018","7","23","2018","7","23","","","5817","","5817","","","2018-08-08","2023-09-25"
"2018-0222-LAO","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","LAO","Lao People's Democratic Republic","South-eastern Asia","Asia","Yai Thae, Hinlad, Mai, Thasengchan, Tha Hin Samong (Attapeu province)","Tropial storm Son Tinh","Broken Dam/Burst bank","Yes","No","No","","","Km2","","","","2018","7","23","2018","7","23","136","","13100","","13100","","","2018-07-24","2023-09-25"
"2018-0227-LAO","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tyhoon 'Son Tinh'","LAO","Lao People's Democratic Republic","South-eastern Asia","Asia","13 villages across Sanamxay district","","Flood","No","No","No","","","Kph","","","","2018","7","18","2018","7","19","","","120000","","120000","","","2018-08-24","2023-09-25"
"2018-0227-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tyhoon 'Son Tinh'","PHL","Philippines","South-eastern Asia","Asia","","","Flood","No","No","No","","","Kph","","","","2018","7","17","2018","7","31","16","","2231101","","2231101","88000","106782","2018-08-09","2023-09-25"
"2018-0227-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tyhoon 'Son Tinh'","VNM","Viet Nam","South-eastern Asia","Asia","Chuong My","","Flood|Slide (land, mud, snow, rock)","No","No","No","","","Kph","","","","2018","7","18","2018","7","22","34","","96000","","96000","220000","266956","2018-07-24","2023-09-25"
"2018-0240-MMR","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","MMR","Myanmar","South-eastern Asia","Asia","Lone Khin (Kachin state)","Heavy rains","","No","No","No","","","","","","","2018","7","15","2018","7","15","15","45","","","45","","","2018-07-27","2023-09-25"
"2018-0254-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","North Lombok, East Lombok, West Lombok, Central Lombok, Mataram districts (West Nusa Tenggara province)","","","No","No","No","","6.4","Moment Magnitude","-8.274","116.491","","2018","7","29","2018","7","29","14","135","102717","","102852","29000","35190","2018-08-01","2023-09-25"
"2018-0255-MMR","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MMR","Myanmar","South-eastern Asia","Asia","Bago, Karen, Mon, Nay Pyi Taw, Tanintharyi, Magway, Sagaing, Ayeyarwady, Kayin","Monsoonal rain","","No","No","No","","46815.06","Km2","18.191","95.434","Chindwin, Ngawun, Sittoung, Bago","2018","7","15","2018","8","10","16","","109650","","109650","","","2018-08-02","2024-04-10"
"2018-0257-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Lombok, sumbawa","","Tsunami/Tidal wave","No","No","No","","6.9","Moment Magnitude","-8.287","116.452","","2018","8","5","2018","8","5","564","1584","445343","70000","516927","790000","958614","2018-08-08","2023-09-25"
"2018-0302-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Lombok Isl.","","","No","No","No","","6.9","Moment Magnitude","-8.325","116.577","","2018","8","19","2018","8","19","10","24","755","","779","5000","6067","2018-08-20","2023-09-25"
"2018-0305-LAO","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon 'Bebinca'","LAO","Lao People's Democratic Republic","South-eastern Asia","Asia","Attapeu, Khammouane, Savannakhet, Champasak and Oudomxay","","Flood","No","No","No","","","Kph","","","","2018","8","13","2018","8","16","","","615145","","615145","225000","273023","2018-11-07","2023-09-25"
"2018-0305-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon 'Bebinca'","VNM","Viet Nam","South-eastern Asia","Asia","Nghe An,Son La, Thanh Hóa, Yên Bái,Bac Giang provinces","","Flood|Slide (land, mud, snow, rock)","No","No","No","","","Kph","","","","2018","8","17","2018","8","19","13","","50000","","50000","2000","2427","2018-08-23","2023-09-25"
"2018-0314-MMR","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MMR","Myanmar","South-eastern Asia","Asia","Bago region","","Broken Dam/Burst bank","No","No","No","","","Km2","","","","2018","8","29","2018","8","31","7","","63400","","63400","","","2018-08-29","2023-09-25"
"2018-0341-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon Mangkut (Ompong)","PHL","Philippines","South-eastern Asia","Asia","Apayao, Benguet, Cagayan, Kalinga, Isabela, Abra, Ilocos Norte and Ilocos Sur","","Slide (land, mud, snow, rock)","Yes","No","No","","240","Kph","","","","2018","9","16","2018","9","16","84","138","3800000","","3800138","32033","38870","2018-09-18","2023-09-25"
"2018-0347-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical Storm Yagi","PHL","Philippines","South-eastern Asia","Asia","I, III, CAR, NCR, and CALABARZON","","","No","No","No","","","Kph","","","","2018","9","19","2018","9","19","5","","1709511","","1709511","19000","23055","2018-09-19","2023-09-25"
"2018-0352-IDN","No","nat-geo-ear-tsu","Natural","Geophysical","Earthquake","Tsunami","","","IDN","Indonesia","South-eastern Asia","Asia","Dongalla, Sigi (dongalla), Parigi Moutong, Palu, Poso, Mamuju Utara (Celebas Isl., Central Sulawesi)","","Liquefaction|Tsunami/Tidal wave","Yes","Yes","Yes","","7.5","Moment Magnitude","-0.256","119.846","","2018","9","28","2018","9","28","4140","","2000000","","2000000","1450000","1759481","2018-10-02","2023-09-25"
"2018-0369-VNM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","VNM","Viet Nam","South-eastern Asia","Asia","Northern provinces","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2018","8","29","2018","9","5","20","","6000","","6000","","","2018-10-11","2024-04-10"
"2018-0399-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Typhoon 'Yutu' (Rosita)","PHL","Philippines","South-eastern Asia","Asia","Ilocos norte, Ilocos Sur, la Union, Pangasinan (Region 1 - Ilocos); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Nueva Ecija, Tarlac, Zambales (Region III - Central Luzon); Northern Samar (REgion VIII - Eastern Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (CAR)","","Slide (land, mud, snow, rock)","No","No","No","","210","Kph","","","","2018","10","30","2018","10","30","12","2","253298","","253300","305000","370098","2018-11-05","2023-09-25"
"2018-0425-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Muara Saladi village in Mandailing Natal Regency (North Sumatra)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2018","10","11","2018","10","12","35","","20000","","20000","","","2018-11-26","2023-09-25"
"2018-0448-VNM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Thanh Hoa, Binh Dinh, Nghe An, Quang Tri, Quang Ngai, Quang Nam, Da Nang","Heavy rains","","No","No","No","","","Km2","","","","2018","12","8","2018","12","10","14","","105000","","105000","25000","30336","2018-12-11","2023-09-25"
"2018-0454-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","IDN","Indonesia","South-eastern Asia","Asia","Sukabumi (Java)","Heavy rains","","No","No","No","","","","","","","2018","12","31","2019","1","1","33","","","","","","","2019-01-02","2023-09-25"
"2018-0455-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical depression 'Usman'","PHL","Philippines","South-eastern Asia","Asia","Regions IV-A (Calabarzon), IV-B (Mimaropa), V (Bicol), and VIII (Eastern Visayas)","","Flood|Slide (land, mud, snow, rock)","No","No","Yes","","","Kph","","","","2018","12","28","2018","12","31","182","105","1015958","","1016063","106753","129538","2019-01-02","2023-09-25"
"2018-0458-IDN","No","nat-geo-vol-vol","Natural","Geophysical","Volcanic activity","Volcanic activity (General)","","Anak Krakatoa","IDN","Indonesia","South-eastern Asia","Asia","Pandenglang, South Lampung, Serang districts (Bantan province)","","Tsunami/Tidal wave","No","No","No","","","","","","","2018","12","22","2018","12","22","453","14059","33719","","47778","250000","303359","2019-01-02","2023-09-25"
"2018-0471-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Java, Sumatra Isl","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2018","11","26","2018","12","4","13","","3000","","3000","","","2019-01-22","2024-04-10"
"2018-0472-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Bogor (West Java); East Java, West Sumatra, Riau, Bali","","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2018","12","6","2018","12","10","9","","5463","","5463","","","2019-01-22","2023-09-25"
"2018-0483-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Pasir Pangang (Java province)","Torrential rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2018","2","21","2018","2","23","20","","100000","","100000","","","2019-03-22","2023-09-25"
"2018-0484-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical depression 'Toraji'","VNM","Viet Nam","South-eastern Asia","Asia","Khanh Hoa province","","","No","No","No","","","Kph","","","","2018","11","17","2018","11","18","19","28","10000","","10028","17200","20871","2019-03-22","2023-09-25"
"2018-0486-PHL","No","nat-bio-epi-vir","Natural","Biological","Epidemic","Viral disease","","Measles","PHL","Philippines","South-eastern Asia","Asia","","","","No","No","No","","","Vaccinated","","","","2018","1","","2018","12","","202","21812","","","21812","","","2019-03-26","2023-09-25"
"2018-0489-PHL","No","nat-bio-epi-vir","Natural","Biological","Epidemic","Viral disease","","Dengue","PHL","Philippines","South-eastern Asia","Asia","","","","No","No","No","","","Vaccinated","","","","2018","1","1","2019","6","29","317","57564","","","57564","","","2019-07-22","2023-09-25"
"2019-0009-THA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical cylone 'Pabuk'","THA","Thailand","South-eastern Asia","Asia","Nakhon Si Thammarat, Surat Thani provinces","","","No","No","No","","","Kph","","","","2019","1","4","2019","1","4","7","","720885","","720885","","","2019-01-17","2023-09-25"
"2019-0013-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","IDN","Indonesia","South-eastern Asia","Asia","Jenepoto, Maros, Gowa, Makassar-city, Soppeng, Wajo, Barru, Pangkep, Sidra, Bantaeng, Takalar, Selayar, Sinjai districts (Celebes Isl., Sulawesi province)","Heavy rains","Flood","No","No","No","","","","","","","2019","1","21","2019","1","23","84","47","6596","","6643","","","2019-01-23","2023-09-25"
"2019-0021-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical depression 'Amang' (01W)","PHL","Philippines","South-eastern Asia","Asia","Agusan del Norte, Agisan del Sur, Dinaga Isl., Surigao del Norte, Surigao del Sur (Region XIII - Caraga)","","","No","No","No","","","Kph","","","","2019","1","18","2019","1","25","","","13160","","13160","","","2019-01-25","2023-09-25"
"2019-0022-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Kebumen (Banyumas district); Mojokerto, Bojonegoro, Purworedjo, Cilacap districts (Central Java)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2019","1","17","2019","1","17","2","","2650","","2650","","","2019-01-25","2023-09-25"
"2019-0080-PHL","No","nat-bio-epi-vir","Natural","Biological","Epidemic","Viral disease","","Measles","PHL","Philippines","South-eastern Asia","Asia","Luzon and Visayas in CALABARZON, Region 6 (Western Visayas) and Region 7 (Central Visayas), Region 8 (Eastern Visayas) and Region 10 (Northern Mindanao)","","","No","No","Yes","","","Vaccinated","","","","2019","1","1","2019","4","27","333","22967","","","22967","","","2019-03-06","2023-09-25"
"2019-0085-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","West Sumatra province","","","No","No","No","","5.4","Moment Magnitude","-1.301","101.601","","2019","2","28","2019","2","28","","48","1715","","1763","","","2019-03-06","2023-09-25"
"2019-0107-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Java Isl., western Timor","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2019","3","6","2019","3","8","9","4","168393","","168397","","","2019-03-13","2023-09-25"
"2019-0109-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Lombok Isl. (West Nusa Tenggara)","","","No","No","No","","5.8","Moment Magnitude","-8.418","116.52","","2019","3","17","2019","3","17","9","45","1250","","1295","","","2019-03-18","2023-09-25"
"2019-0111-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Papua province","Heavy rains","","No","No","No","","","Km2","","","","2019","3","16","2019","3","18","206","915","58625","","59540","103000","122759","2019-03-18","2023-09-25"
"2019-0117-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","IDN","Indonesia","South-eastern Asia","Asia","Yogyakarta region","Heavy rains","","No","No","No","","","","","","","2019","3","20","2019","3","20","5","","860","","860","","","2019-03-20","2023-09-25"
"2019-0162-PHL","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","PHL","Philippines","South-eastern Asia","Asia","Castillejos (Zambales)","","","No","No","No","","6.1","Moment Magnitude","14.99","120.35","","2019","4","22","2019","4","22","25","282","15273","","15555","50000","59592","2019-04-23","2023-09-25"
"2019-0167-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","South Jakarta, East Jakarta","Heavy rains","","No","No","No","","","Km2","","","Ciliwung river","2019","4","25","2019","4","26","2","","2258","","2258","","","2019-05-06","2023-09-25"
"2019-0168-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Bengkulu city, Kaur, North Bengkulu, Central Bengkulu, South Bengkulu, Seluma, Kapahiang, Lebong, Rejang Lebong districts (Bengkulu Province)","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2019","4","25","2019","5","27","18","2","13000","","13002","15000","17878","2019-05-06","2023-09-25"
"2019-0210-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Konawe, North Konawe, Konawe Island, East Kolaka regencies (Sulawesi, Kalimantan Islands)","Heavy rains","","No","No","No","","","Km2","","","","2019","6","9","2019","6","14","1","","52000","","52000","","","2019-06-14","2023-09-25"
"2019-0226-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MYS","Malaysia","South-eastern Asia","Asia","Belaga district (Kapit division, Northern and central Sarawak State)","Heavy rains","","No","No","No","","","Km2","","","","2019","6","2","2019","6","6","","","1000","","1000","","","2019-06-17","2023-09-25"
"2019-0264-PHL","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","PHL","Philippines","South-eastern Asia","Asia","Datu Salibo and Sultan sa Barongis municipalities (Maguindanao Province, Mindanao Island)","Heavy rains","","No","No","No","","5390.18","Km2","8.223","123.493","","2019","6","3","2019","6","23","","","45000","","45000","","","2019-06-19","2023-09-25"
"2019-0265-VNM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","VNM","Viet Nam","South-eastern Asia","Asia","Ha Giang, Bac Kan, Cao Bang and Yen Bai Provinces","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2019","5","27","2019","5","30","3","","","265","265","","","2019-06-20","2023-09-25"
"2019-0281-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","South East Sulawesi, South Sulawesi,Central Sulawesi, East Kalimantan","Heavy rain","","No","No","Yes","","","Km2","","","","2019","6","3","2019","6","9","2","","55495","","55495","","","2019-06-24","2023-09-25"
"2019-0334-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","North Maluku Province","","Tsunami/Tidal wave","No","No","Yes","","7.2","Moment Magnitude","-0.586","128.034","","2019","7","14","2019","7","14","8","134","5790","5880","11804","","","2019-07-15","2023-09-25"
"2019-0347-MMR","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MMR","Myanmar","South-eastern Asia","Asia","Kachin, Mon States","Heavy rains","","No","No","No","","","Km2","","","","2019","7","14","2019","7","14","","","6200","","6200","","","2019-07-17","2023-09-25"
"2019-0349-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Tropical cyclone 'Danas'","PHL","Philippines","South-eastern Asia","Asia","Cordillera Administrative Region, Ilocos, Cagayan Valley","","","No","No","No","","","Kph","","","","2019","7","18","2019","7","18","4","","2000","","2000","377440","449847","2019-07-22","2023-09-25"
"2019-0355-PHL","No","nat-bio-epi-vir","Natural","Biological","Epidemic","Viral disease","","Dengue","PHL","Philippines","South-eastern Asia","Asia","II, IVA, V; Iloilo, Capiz, Aklan, Antique Guimaras (region VI), VII, VIII, IX, II, BARMM, NCR","","","No","No","No","","","Vaccinated","","","","2019","1","1","2019","6","29","492","106630","","","106630","","","2019-07-22","2023-09-25"
"2019-0356-PHL","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","PHL","Philippines","South-eastern Asia","Asia","Cantilan, Carmen, Carrascal, Lanuza, Madrid (Surigao del Sur)","","","No","No","No","","5.5","Moment Magnitude","9.32","125.99","","2019","7","13","2019","7","13","","52","9525","","9577","","","2019-07-22","2023-09-25"
"2019-0362-PHL","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","PHL","Philippines","South-eastern Asia","Asia","Itbayat Island (Batanes Province)","","","No","No","No","","6","Moment Magnitude","20.807","121.986","","2019","7","27","2019","7","27","9","64","2963","","3027","5258","6267","2019-07-29","2023-09-25"
"2019-0369-MMR","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","MMR","Myanmar","South-eastern Asia","Asia","Hpakant (Kachin state)","Heavy rains","Industrial accidents","No","No","No","","","","","","","2019","7","28","2019","7","28","13","","","","","","","2019-07-29","2023-09-25"
"2019-0377-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Pandeglang (Banten Province); Bandar Lampung (Lampung Province)","","","No","No","No","","6.9","Moment Magnitude","-7.282","104.791","104.791","2019","8","2","2019","8","2","6","4","2100","","2104","","","2019-08-05","2023-09-25"
"2019-0380-VNM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Qu?ng Ninh, L?ng S?n, Thanh Hóa","Tropical Cyclone Wipha","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2019","8","5","2019","8","5","19","","1000","500","1500","45000","53633","2019-08-05","2024-08-27"
"2019-0385-MMR","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MMR","Myanmar","South-eastern Asia","Asia","Paung Township (Mon State)","Monsoon rain","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2019","8","8","2019","8","16","115","","","1875","1875","","","2019-08-16","2023-09-25"
"2019-0393-VNM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","VNM","Viet Nam","South-eastern Asia","Asia","Kien Giang, Lam Dong, Dak Lak, Dac Nong, Gia Lai, Kon Tum, Dong Nai, Binh Thuan, Binh Phuoc","Torrential rains","","No","No","No","","","Km2","","","","2019","8","8","2019","8","10","12","5","61535","","61540","","","2019-08-27","2023-09-25"
"2019-0419-KHM","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","KHM","Cambodia","South-eastern Asia","Asia","Stung Treng, Kratie, Kampong Cham and Tbong Khmum","Tropical Storm PODUL and Tropical Depression KAJIKI's","","No","No","No","","","Km2","","","Mekong river","2019","9","11","2019","9","20","12","","435000","","435000","","","2019-09-20","2023-09-25"
"2019-0419-LAO","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","LAO","Lao People's Democratic Republic","South-eastern Asia","Asia","Attapeu, Champasak, Khammouan, Salavan, Savannakhet, Sekong provinces","Tropical Storm Podul and Tropical Depression Kajiki","","Yes","No","No","","","Km2","","","","2019","8","29","2019","9","3","19","","507500","","507500","","","2019-09-20","2023-09-25"
"2019-0419-THA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","THA","Thailand","South-eastern Asia","Asia","Amnat Charoen, Khon Kaen, Petchaboon, Phitsanulok, Pichit, Roi-Et, Sri Saket, Sukhothai, Ubon Ratchathani and Yasothorn","Tropical Storm PODUL and Tropical Depression KAJIKI's","","No","No","No","","","Km2","","","","2019","9","11","2019","9","11","19","","158000","","158000","","","2019-09-20","2023-09-25"
